0320x0240; 1; 100; 0.000775; 0.000138; 0.000629; 0.001485; 0.078026; 0.001806; 0.075224; 0.083464
0640x0480; 1; 100; 0.001913; 0.001171; 0.000629; 0.004019; 0.199411; 0.121868; 0.075224; 0.366467
0800x0600; 1; 100; 0.002984; 0.001820; 0.000629; 0.006439; 0.300034; 0.173887; 0.075224; 0.523548
1024x0768; 1; 100; 0.004171; 0.002616; 0.000629; 0.009997; 0.429620; 0.270606; 0.075224; 0.857218
1280x1024; 1; 100; 0.005857; 0.004128; 0.000629; 0.015418; 0.615537; 0.444090; 0.075224; 1.430498
2560x2048; 1; 100; 0.013512; 0.017578; 0.000629; 0.063924; 1.425476; 1.857690; 0.075224; 5.714813
3750x3000; 1; 100; 0.026634; 0.036065; 0.000629; 0.117170; 2.893554; 3.988840; 0.075224; 12.076687
5120x4096; 1; 100; 0.047666; 0.065126; 0.000629; 0.216728; 5.252677; 7.275557; 0.075224; 22.546568
0320x0240; 2; 100; 0.004840; 0.047466; 0.000083; 0.474757; 0.003711; 0.036182; 0.000085; 0.361918
0640x0480; 2; 100; 0.002560; 0.033557; 0.000083; 0.474757; 0.002033; 0.025576; 0.000085; 0.361918
0800x0600; 2; 100; 0.001852; 0.027395; 0.000083; 0.474757; 0.001534; 0.020877; 0.000085; 0.361918
1024x0768; 2; 100; 0.001558; 0.023720; 0.000083; 0.474757; 0.001388; 0.018074; 0.000085; 0.361918
1280x1024; 2; 100; 0.001458; 0.021212; 0.000083; 0.474757; 0.001519; 0.016164; 0.000085; 0.361918
2560x2048; 2; 100; 0.002050; 0.019428; 0.000083; 0.474757; 0.002884; 0.015088; 0.000085; 0.361918
3750x3000; 2; 100; 0.004541; 0.018993; 0.000083; 0.474757; 0.006140; 0.016088; 0.000085; 0.361918
5120x4096; 2; 100; 0.008704; 0.020926; 0.000083; 0.474757; 0.011506; 0.020698; 0.000085; 0.361918
0320x0240; 4; 100; 0.004910; 0.048206; 0.000072; 0.482150; 0.003784; 0.036630; 0.000107; 0.366416
0640x0480; 4; 100; 0.002632; 0.034078; 0.000072; 0.482150; 0.002107; 0.025890; 0.000107; 0.366416
0800x0600; 4; 100; 0.001869; 0.027822; 0.000072; 0.482150; 0.001623; 0.021133; 0.000107; 0.366416
1024x0768; 4; 100; 0.001546; 0.024091; 0.000072; 0.482150; 0.001508; 0.018295; 0.000107; 0.366416
1280x1024; 4; 100; 0.001416; 0.021544; 0.000072; 0.482150; 0.001610; 0.016361; 0.000107; 0.366416
2560x2048; 4; 100; 0.001828; 0.019695; 0.000072; 0.482150; 0.002905; 0.015224; 0.000107; 0.366416
3750x3000; 4; 100; 0.003542; 0.018711; 0.000072; 0.482150; 0.005833; 0.015818; 0.000107; 0.366416
5120x4096; 4; 100; 0.006184; 0.018849; 0.000072; 0.482150; 0.010420; 0.019142; 0.000107; 0.366416
0320x0240; 6; 100; 0.004868; 0.047675; 0.000088; 0.476854; 0.003765; 0.036399; 0.000109; 0.364117
0640x0480; 6; 100; 0.002622; 0.033702; 0.000088; 0.476854; 0.002105; 0.025727; 0.000109; 0.364117
0800x0600; 6; 100; 0.001879; 0.027515; 0.000088; 0.476854; 0.001621; 0.021000; 0.000109; 0.364117
1024x0768; 6; 100; 0.001549; 0.023826; 0.000088; 0.476854; 0.001514; 0.018180; 0.000109; 0.364117
1280x1024; 6; 100; 0.001445; 0.021306; 0.000088; 0.476854; 0.001656; 0.016259; 0.000109; 0.364117
2560x2048; 6; 100; 0.001857; 0.019476; 0.000088; 0.476854; 0.002991; 0.015150; 0.000109; 0.364117
3750x3000; 6; 100; 0.003329; 0.018388; 0.000088; 0.476854; 0.005908; 0.015744; 0.000109; 0.364117
5120x4096; 6; 100; 0.005827; 0.018431; 0.000088; 0.476854; 0.010434; 0.018988; 0.000109; 0.364117
0320x0240; 8; 100; 0.004843; 0.047478; 0.000081; 0.474880; 0.003729; 0.036066; 0.000108; 0.360780
0640x0480; 8; 100; 0.002627; 0.033562; 0.000081; 0.474880; 0.002076; 0.025492; 0.000108; 0.360780
0800x0600; 8; 100; 0.001874; 0.027401; 0.000081; 0.474880; 0.001614; 0.020807; 0.000108; 0.360780
1024x0768; 8; 100; 0.001550; 0.023727; 0.000081; 0.474880; 0.001521; 0.018013; 0.000108; 0.360780
1280x1024; 8; 100; 0.001427; 0.021218; 0.000081; 0.474880; 0.001652; 0.016109; 0.000108; 0.360780
2560x2048; 8; 100; 0.001836; 0.019392; 0.000081; 0.474880; 0.002973; 0.015005; 0.000108; 0.360780
3750x3000; 8; 100; 0.003298; 0.018306; 0.000081; 0.474880; 0.005866; 0.015597; 0.000108; 0.360780
5120x4096; 8; 100; 0.005648; 0.018221; 0.000081; 0.474880; 0.010337; 0.018791; 0.000108; 0.360780
0320x0240; 10; 100; 0.004963; 0.048401; 0.000072; 0.484122; 0.003708; 0.036104; 0.000077; 0.361133
0640x0480; 10; 100; 0.002686; 0.034215; 0.000072; 0.484122; 0.002037; 0.025520; 0.000077; 0.361133
0800x0600; 10; 100; 0.001974; 0.027931; 0.000072; 0.484122; 0.001564; 0.020830; 0.000077; 0.361133
1024x0768; 10; 100; 0.001625; 0.024187; 0.000072; 0.484122; 0.001485; 0.018033; 0.000077; 0.361133
1280x1024; 10; 100; 0.001496; 0.021629; 0.000072; 0.484122; 0.001625; 0.016127; 0.000077; 0.361133
2560x2048; 10; 100; 0.001972; 0.019775; 0.000072; 0.484122; 0.002946; 0.015022; 0.000077; 0.361133
3750x3000; 10; 100; 0.003529; 0.018700; 0.000072; 0.484122; 0.005940; 0.015726; 0.000077; 0.361133
5120x4096; 10; 100; 0.006002; 0.018680; 0.000072; 0.484122; 0.010576; 0.019163; 0.000077; 0.361133
0320x0240; 12; 100; 0.004950; 0.048538; 0.000082; 0.485477; 0.003810; 0.036785; 0.000109; 0.367985
0640x0480; 12; 100; 0.002695; 0.034310; 0.000082; 0.485477; 0.002105; 0.026002; 0.000109; 0.367985
0800x0600; 12; 100; 0.001914; 0.028012; 0.000082; 0.485477; 0.001618; 0.021224; 0.000109; 0.367985
1024x0768; 12; 100; 0.001581; 0.024256; 0.000082; 0.485477; 0.001528; 0.018374; 0.000109; 0.367985
1280x1024; 12; 100; 0.001472; 0.021691; 0.000082; 0.485477; 0.001672; 0.016432; 0.000109; 0.367985
2560x2048; 12; 100; 0.001993; 0.019838; 0.000082; 0.485477; 0.003022; 0.015307; 0.000109; 0.367985
3750x3000; 12; 100; 0.003522; 0.018744; 0.000082; 0.485477; 0.006027; 0.015972; 0.000109; 0.367985
5120x4096; 12; 100; 0.006009; 0.018736; 0.000082; 0.485477; 0.010662; 0.019339; 0.000109; 0.367985
0320x0240; 14; 100; 0.004897; 0.047907; 0.000080; 0.479178; 0.003724; 0.035927; 0.000060; 0.359401
0640x0480; 14; 100; 0.002659; 0.033865; 0.000080; 0.479178; 0.002072; 0.025394; 0.000060; 0.359401
0800x0600; 14; 100; 0.001912; 0.027648; 0.000080; 0.479178; 0.001604; 0.020728; 0.000060; 0.359401
1024x0768; 14; 100; 0.001601; 0.023940; 0.000080; 0.479178; 0.001528; 0.017944; 0.000060; 0.359401
1280x1024; 14; 100; 0.001510; 0.021408; 0.000080; 0.479178; 0.001687; 0.016049; 0.000060; 0.359401
2560x2048; 14; 100; 0.002066; 0.019586; 0.000080; 0.479178; 0.003054; 0.014973; 0.000060; 0.359401
3750x3000; 14; 100; 0.003747; 0.018594; 0.000080; 0.479178; 0.006149; 0.015803; 0.000060; 0.359401
5120x4096; 14; 100; 0.006341; 0.018700; 0.000080; 0.479178; 0.010914; 0.019437; 0.000060; 0.359401
0320x0240; 16; 100; 0.004853; 0.047441; 0.000076; 0.474521; 0.003727; 0.036099; 0.000091; 0.361103
0640x0480; 16; 100; 0.002661; 0.033534; 0.000076; 0.474521; 0.002080; 0.025515; 0.000091; 0.361103
0800x0600; 16; 100; 0.001906; 0.027378; 0.000076; 0.474521; 0.001610; 0.020826; 0.000091; 0.361103
1024x0768; 16; 100; 0.001599; 0.023706; 0.000076; 0.474521; 0.001530; 0.018029; 0.000091; 0.361103
1280x1024; 16; 100; 0.001508; 0.021199; 0.000076; 0.474521; 0.001688; 0.016125; 0.000091; 0.361103
2560x2048; 16; 100; 0.002053; 0.019393; 0.000076; 0.474521; 0.003073; 0.015050; 0.000091; 0.361103
3750x3000; 16; 100; 0.003786; 0.018449; 0.000076; 0.474521; 0.006217; 0.015924; 0.000091; 0.361103
5120x4096; 16; 100; 0.006384; 0.018579; 0.000076; 0.474521; 0.011035; 0.019615; 0.000091; 0.361103
